Sr_No,Location_Coordinates,Hospital_Name,Address_Original_First_Line,State,District,Pincode,Telephone,Website
29105,,Kabeer Hospital,"Bajrang Chourah, Yashoda Nagar",Uttar Pradesh,Kanpur Nagar,208011,0,www.kabeerhospital.com
29106,,Nova Specialty Surgery,"14/138, Chunni Ganj, Mall Road",Uttar Pradesh,Kanpur Nagar,208001,0,www.novaspecialtysurgery.com
29107,,Kulwanti Hospitals and Research Center,"117/N/8, Kakadeo",Uttar Pradesh,Kanpur Nagar,208025,0,www.kulwantihospitals.com
29108,,R K Devi Eye Research Institute,"113 / 157, Swaroop Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,www.rkdevi.com
29109,,Globus Hospital,"117/N/59, A - 1 Market, Kakadeo",Uttar Pradesh,Kanpur Nagar,208025,0,www.globushospital.com
29110,,Pracheta Ayurvedic Clinic and Panchakarma Center,"H.NO.78 - O Block, Keshavpuram, Awas Vikas Colony",Uttar Pradesh,Kanpur Nagar,208017,0,www.prachetaclinic.com
29111,,North Star Hospital and Joint Replacement center,25/11 - Canal Road,Uttar Pradesh,Kanpur Nagar,208001,0,www.northstarhospital.co.in
29112,,"Eye-Q Super Speciality Eye Hospitals, Swaroop Nagar","113/57, Next to Allahabad Bank, Opposite Motijheel, Swaroop Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,http://www.eyeqindia.com/
29113,,Rama Medical College,"Rama City, G.T.Road, Near Mandhana Railway Station",Uttar Pradesh,Kanpur Nagar,209217,0,http://ramamedicalcolleges.com/
29114,,Rama Dental College,"A/1-8, Lakhanpur",Uttar Pradesh,Kanpur Nagar,208024,0,http://www.ramadentalcolleges.com/
29115,,"CGHS Dispensary, Civil Lines",15/45 (AandB) Civil Lines,Uttar Pradesh,Kanpur Nagar,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf
29116,,"CGHS Dispensary, Saketnagar","Saketnagar, Near Sushila\nNursing Home",Uttar Pradesh,Kanpur Nagar,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf
29117,,"CGHS Dispensary, R.K.Nagar","110/58, R.K.Nagar",Uttar Pradesh,Kanpur Nagar,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf
29118,,"CGHS Dispensary, Khanpramohal","E-15, Khanpramohal",Uttar Pradesh,Kanpur Nagar,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf
29119,,"CGHS Dispensary, Kidwainagar, Kanpur","Kidwainagar, Kanpur\n(128/H/123, Kidwainagar",Uttar Pradesh,Kanpur Nagar,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf
29120,,"CGHS Dispensary, Gandhi Gram","89, Gandhi Gram",Uttar Pradesh,Kanpur Nagar,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf
29121,,"CGHS Dispensary, Pandunagar","117/H-2/28,\nPandunagar",Uttar Pradesh,Kanpur Nagar,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf
29122,,"CGHS Dispensary, Azadnagar","A/186, Azadnagar",Uttar Pradesh,Kanpur Nagar,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf
29123,,"CGHS Dispensary, Barra","155, Z-1, Barra",Uttar Pradesh,Kanpur Nagar,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf
29124,,7 Air Force Hospital,Nathu Singh Road,Uttar Pradesh,Kanpur Nagar,208001,0,0
29125,,Auriava Medical Center,"Indian Oil Police Station, By Pass",Uttar Pradesh,Kanpur Nagar,208001,0,0
29126,,Awasthi Nursing Home,"615 Safipur,Harjinder Nagar",Uttar Pradesh,Kanpur Nagar,208001,0,0
29127,,Bhargava Hospital,"15/263, Civil Lines Civil Lines",Uttar Pradesh,Kanpur Nagar,208001,0,0
29128,,Chandrabhal Nursing Home,"1280, Y Block Kidwai Nagar Kidwai Nagar",Uttar Pradesh,Kanpur Nagar,208001,0,0
29129,,Chandrakanta Jawaharlal P.C. Trust Hospital,"16/72, Civil Lines",Uttar Pradesh,Kanpur Nagar,208001,0,0
29130,,D S Memorial Nursing Home,"C- 35, Sarvodaya Nagar",Uttar Pradesh,Kanpur Nagar,208005,0,0
29131,,Dr. M.K. Govil,Medidcal College,Uttar Pradesh,Kanpur Nagar,208001,0,0
29132,,Hamid Hospital,97/128 Talao Mahal,Uttar Pradesh,Kanpur Nagar,208001,0,0
29133,,Jain Hospital,108-B Vinova Nagar Near Malik Guest House -Ramadevi,Uttar Pradesh,Kanpur Nagar,208001,0,0
29134,,Lakhanpur Better Life Hospital,"6-A, G.T.Road, Lakhanpur",Uttar Pradesh,Kanpur Nagar,208001,0,0
29135,,Lala Amba Prasad Smarak Chikitsalaya,"15/201, Civil Lines Civil Lines",Uttar Pradesh,Kanpur Nagar,208001,0,0
29136,,Lala Lajpat Rai and Associate Hospital,Swaroop Nagar,Uttar Pradesh,Kanpur Nagar,208001,0,0
29137,,Madhulok Hospital,Kidwai Nagar Kidwai Nagar,Uttar Pradesh,Kanpur Nagar,208001,0,0
29138,,Manama Hospital,"88/455, Humayun Bagh",Uttar Pradesh,Kanpur Nagar,208001,0,0
29139,,Nasir Hospital,87/73 Hindustan Tannery Compound Bypass Road Jajmau,Uttar Pradesh,Kanpur Nagar,208001,0,0
29140,,New Lakhanpur Hospitaland Trauma Centre,"6-A,Lakhanpur,G.T.Road,Near Gurudev Talkies Police Chowki",Uttar Pradesh,Kanpur Nagar,208001,0,0
29141,,New Leelamani Hospital,Civil Lines 14/116 'C' - 1 Civil Lines,Uttar Pradesh,Kanpur Nagar,208001,0,0
29142,,Paliwal Eye and Retina Centre,"Manu Clinic, 7/117, Swaroop Nagar",Uttar Pradesh,Kanpur Nagar,208001,0,0
29143,,Prashant Nursing Home,"88.593, Near Sisamau Post Office",Uttar Pradesh,Kanpur Nagar,208001,0,0
29144,,R.P. Medical Centre,"29-A, Garderianpurwa, Zoo Road,Vikas Nagar",Uttar Pradesh,Kanpur Nagar,208001,0,0
29145,,Ramendra Singh Kushwaha Memorial Nursing Home and Research Center,"51-A, New Azad Nagar Kalyanpur",Uttar Pradesh,Kanpur Nagar,208001,0,0
29146,,Rishabh Hospital and Research Centre,"Gumti No.9 Crossing , Sharda Nagar, Geeta Nagar",Uttar Pradesh,Kanpur Nagar,208001,0,0
29147,,S.R Hospital and Diagnostic Point,"128/A187, K Block,Kidwai Nagar",Uttar Pradesh,Kanpur Nagar,208001,0,0
29148,,Shekhar Rastogi,13 Lakhanpur Road,Uttar Pradesh,Kanpur Nagar,208001,0,0
29149,,Shyam Children and Maternity Centre,"C-15, New Azad Nagar, Kalyanpur",Uttar Pradesh,Kanpur Nagar,208001,0,0
29150,,Sulaxmi Nursing Home,"2A/228,Azad Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,0
29151,,Swaroops Surgical Nursing Home,"14/5, Civil Lines, Gwaltoli, Opposite Victoria Mill",Uttar Pradesh,Kanpur Nagar,208001,0,0
29152,,Tulsi Hospitals Ltd,14/116-A Civil Lines Civil Lines,Uttar Pradesh,Kanpur Nagar,208001,0,0
29153,,Udai Nursing Home,"Moosanagar Road,Ghatampur",Uttar Pradesh,Kanpur Nagar,208001,0,0
29154,,Wee Care Kirandeep Medical Center,"14/116, D- 3, Civil Lines",Uttar Pradesh,Kanpur Nagar,208001,0,0
29155,,Abha Nursing Home Pvt Ltd,10/503 B Allenganj Tilak Nagar,Uttar Pradesh,Kanpur Nagar,208002,0,0
29156,,Akshi Eye Care Centre,"#2/344, A-Azad Nagar Kanpur,Opposite Pandit Deen Dayal Vidyalaya",Uttar Pradesh,Kanpur Nagar,208002,0,0
29157,,Dr Lalchandani E N T and Laser Center,"113/58 B, Swaroop Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,0
29158,,G.S.V.M. Medical College,"National Highway 91, Swaroop Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,0
29159,,Jeevani Hospital,"Kanpur Nursing Home, Opp Hallet Hospital ,7/199 Swaroop Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,0
29160,,Kanika Hospital Pvt Ltd,"171/A/5, Harsh Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,0
29161,,Karuna Nidhi Hospital,"43, Azad Nagar, Bithoor Road",Uttar Pradesh,Kanpur Nagar,208002,0,0
29162,,Khairabad Eye Hospital,Swaroop Nagar Swaroop Nagar,Uttar Pradesh,Kanpur Nagar,208002,0,0
29163,,Krishnalok Hospital,"268 A-2, Naubasta, Hamirpur Road",Uttar Pradesh,Kanpur Nagar,208002,0,0
29164,,L.P.S . Institute Of Cardilogy,G.S.V.M Medical College,Uttar Pradesh,Kanpur Nagar,208002,0,0
29165,,Maa Durga Hospital and Research Center,"Shivli Road, Kalyanpur",Uttar Pradesh,Kanpur Nagar,208002,0,0
29166,,Madhuraj Hospital Pvt Ltd,"113/121-A, Swaroop Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,0
29167,,Merry Gold Hospital,"E-32, Panki Mandir Road",Uttar Pradesh,Kanpur Nagar,208002,0,0
29168,,Mother and Child Care Centre,"105/568, Anand Bagh, Kanpur(Near Sangeet Cinema)",Uttar Pradesh,Kanpur Nagar,208002,0,0
29169,,New G.T. Nursing Home,"7/223 Gutaiya Swaroop Nagar, G.T. Road",Uttar Pradesh,Kanpur Nagar,208002,0,0
29170,,New Suhani Nursing Home,"53,Mainawati Marg, Near Jageshwar Mandir",Uttar Pradesh,Kanpur Nagar,208002,0,0
29171,,R C Memorial Nursing Home,115/C1 New Azad Nagar,Uttar Pradesh,Kanpur Nagar,208002,0,0
29172,,Rahi Medical Center Pvt Ltd,"79, New Mig, Barra-Ii",Uttar Pradesh,Kanpur Nagar,208002,0,0
29173,,Rainbow Medical Centre,"3/160, Vishnupui S.D College Crossing",Uttar Pradesh,Kanpur Nagar,208002,0,0
29174,,Ratan Cancer Hosptal and Research Institute,"113/103A, Swaroop Nagar",Uttar Pradesh,Kanpur Nagar,208002,0,0
29175,,Sharma Nursing Home,"113/340, Swaroop Nagar ( Near Kanpur Vidya Mandir)",Uttar Pradesh,Kanpur Nagar,208002,0,0
29176,,Shifa Eye Research Centre(Ana Eye Hospital),"88/327, Chaman Ganj",Uttar Pradesh,Kanpur Nagar,208002,0,0
29177,,Shri Y P Naithani Hospitals,"2-B, Drummond Road Near A.G.Office",Uttar Pradesh,Kanpur Nagar,208002,0,0
29178,,The Gastro Liver Hospital,"7/190 D-1, 2, 3, Swaroop Nagar, Old Sales Tax Road",Uttar Pradesh,Kanpur Nagar,208002,0,0
29179,,Sewadham Hospital,"87/36,Acharya Nagar",Uttar Pradesh,Kanpur Nagar,208003,0,0
29180,,Krishna Super Speciality Hospital / (A Unit Of Gita Healthcare Pvt Ltd),"363, Harrisganj, Tatmill Chouraha",Uttar Pradesh,Kanpur Nagar,208004,0,0
29181,,St Catherine Hospital,"63/8, Mg Marg",Uttar Pradesh,Kanpur Nagar,208004,0,0
29182,,Angel Eyes Lasik Center,"C- 35, Sarvodaya Nagar",Uttar Pradesh,Kanpur Nagar,208005,0,0
29183,,Bimal Nursing Home,"117/17, Sarvodaya Nagar",Uttar Pradesh,Kanpur Nagar,208005,0,0
29184,,C L Memorail Hospital and Maternity Home Pvt Ltd,"121/625, Shastri Nagar, (Near Vijay Nagar Crossing)",Uttar Pradesh,Kanpur Nagar,208005,0,0
29185,,Dr. Jawaharlal Rohatgi Smarak Netra Chikitsalaya,"117/52, Sarvodaya Nagar,Near Bhoot Nath Mandhir",Uttar Pradesh,Kanpur Nagar,208005,0,0
29186,,Dwivedi Hospital,"117/H-2/168-A, Pandu Nagar",Uttar Pradesh,Kanpur Nagar,208005,0,0
29187,,Escorts Heart Centre,117/H-2/414 Pandu Nagar,Uttar Pradesh,Kanpur Nagar,208005,0,0
29188,,Guru Teg Bhadur Charitable Hospital,(Managed By K R V Hoapital Pvt Ltd) 120/192(105) Lajpat Nagar,Uttar Pradesh,Kanpur Nagar,208005,0,0
29189,,Mariampur Hospital,Shastri Nagar,Uttar Pradesh,Kanpur Nagar,208005,0,0
29190,,Shivani Hospital Pvt Ltd,"120/503, Shivaji Nagar",Uttar Pradesh,Kanpur Nagar,208005,0,0
29191,,Smt. Ramkali Memorial Nursing Home,"117/H -2/184, Pandu Nagar",Uttar Pradesh,Kanpur Nagar,208005,0,0
29192,,Vishwanath Medical Center,"556, Ratanlal Nagar",Uttar Pradesh,Kanpur Nagar,208005,0,0
29193,,D. T Nursing Home,"195, Lal Quarters (Opp Natraj Cinema), Govind Nagar",Uttar Pradesh,Kanpur Nagar,208006,0,0
29194,,Dr Devenders Eye Centre,"117/421 ,O Block, Geeta Nagar/Nirala Nagar",Uttar Pradesh,Kanpur Nagar,208006,0,0
29195,,R.K.Sindhi Sangh Maternity Hospital,"Block - 11,Govind Nagar",Uttar Pradesh,Kanpur Nagar,208006,0,0
29196,,Sushma Nursing Home,"247-C, Govind Nagar",Uttar Pradesh,Kanpur Nagar,208006,0,0
29197,,Alka Hospital And Research Centre,"Std. Chandra Nager, Kda Chauraha Lal Bangla",Uttar Pradesh,Kanpur Nagar,208007,0,0
29198,,Ayushman Medicare Centre,"53 A(6),Chandra Nagar,Lal Bangla",Uttar Pradesh,Kanpur Nagar,208007,0,0
29199,,Dey`S Hospital,"491, Kazi Khera, Lal Bangla, Harjinder Nagar",Uttar Pradesh,Kanpur Nagar,208007,0,0
29200,,Dr. R.C. Gupta,"Skylark Cplx,Chunniganj,Gandhi Gram",Uttar Pradesh,Kanpur Nagar,208007,0,0
29201,,God Service Iol and Micro Surgery Centre,"D-67 ,Defence Colony,Jajmau",Uttar Pradesh,Kanpur Nagar,208007,0,0
29202,,Raksha Memorial Medical Centre,"240-A1 Kanpur-Lucknow Highway Road,Harjinder Nagar,Lal Bangla",Uttar Pradesh,Kanpur Nagar,208007,0,0
29203,,Shivoy Hospital,"Plot No. 1, Friends Colony, Opposite Hal Market, Ramadevi, G. T. Road",Uttar Pradesh,Kanpur Nagar,208007,0,0
29204,,Sugandha Maternity and Nursing Home,"475, Vayu Vihar , Harjinder Nagar",Uttar Pradesh,Kanpur Nagar,208007,0,0
29205,,Mahsa Hospital,"12 A 3 Gaushala Defence Colony, Jajmau",Uttar Pradesh,Kanpur Nagar,208010,0,0
29206,,Annapurna Nursing Home,"S-123, Yashoda Nagar",Uttar Pradesh,Kanpur Nagar,208011,0,0
29207,,S D Hospital,"133/190, Juhi Hamirpur Road, Near Baradevi",Uttar Pradesh,Kanpur Nagar,208011,0,0
29208,,Sanya Surgical Clinic (Hospital),128/46 Y Block Kidwai Nagar,Uttar Pradesh,Kanpur Nagar,208011,0,0
29209,,Sarojni Medical Centre,"49 A, By Pass Road (Near Ibp Petrol Pump), Damodar Nagar",Uttar Pradesh,Kanpur Nagar,208011,0,0
29210,,Shiv Raj Hospital,"128/70 Y, Block Kidwai Nagar",Uttar Pradesh,Kanpur Nagar,208011,0,0
29211,,Shree Ram Nursing Home Pvt Ltd,Kidwai Nagar Kidwai Nagar,Uttar Pradesh,Kanpur Nagar,208011,0,0
29212,,Swati Hospital and Research Center,"128, Block-Y, Kidwai Nagar",Uttar Pradesh,Kanpur Nagar,208011,0,0
29213,,Vandana Raj Medical and Research Centre,"128/757, Y-1 Kidwai Nagar, Near Yashoda Nagar Bye Pass Chauraha",Uttar Pradesh,Kanpur Nagar,208011,0,0
29214,,B.R. Stone Clinic,"111/456, Harsh Nagar",Uttar Pradesh,Kanpur Nagar,208012,0,0
29215,,Dr. S.K Nigam Surgical and Laparoscopy Clinic,"127/ W-1/1/41, Saket Nagar",Uttar Pradesh,Kanpur Nagar,208012,0,0
29216,,Fortune Hospital,"107/279,Brahama Nagar,Near Brahama Nagar Chauraha",Uttar Pradesh,Kanpur Nagar,208012,0,0
29217,,Jolly Nursing Home and Research Centre (P) Ltd,"119/22 - A Nasimabad,Gumti No.5",Uttar Pradesh,Kanpur Nagar,208012,0,0
29218,,Kanpur Nursing Home,"B R Stone Clinic, 111/456, Harsh Nagar",Uttar Pradesh,Kanpur Nagar,208012,0,0
29219,,Kanpur Trauma and Ortho. Centre,"107/279, Brahma Nagar",Uttar Pradesh,Kanpur Nagar,208012,0,0
29220,,Kanpur Urology Centre,"111/456, 80 Feet Road Brahma Nagar",Uttar Pradesh,Kanpur Nagar,208012,0,0
29221,,Ktc's Vedanta (A Hospital And Research Centre) Kanpur Ortho And Trauma Centre Pvt Ltd,"9/55, Arya Nagar",Uttar Pradesh,Kanpur Nagar,208012,0,0
29222,,"Mehrotra Ear , Nose, Throat Hospital and Research Ce","111/399, Ashok Nagar,(Harsh Nagar Main Road )",Uttar Pradesh,Kanpur Nagar,208012,0,0
29223,,Navyug Nursing Home - Kanpur,107-264-Brahma Nagar Near Brahma Nagar Chauraha,Uttar Pradesh,Kanpur Nagar,208012,0,0
29224,,Prem Maternity,"110/231-A/B, Jawahar Nagar",Uttar Pradesh,Kanpur Nagar,208012,0,0
29225,,Gopal Krioshna Surgical and Maternity Clinic,"127, W-1/63, Saket Nagar, (Opposite Parag Diary)",Uttar Pradesh,Kanpur Nagar,208014,0,0
29226,,P P M Medical Centre,"#127/194, W-1, Saket Nagar,Opposite Parag Doodh Dairy",Uttar Pradesh,Kanpur Nagar,208014,0,0
29227,,Sanjeevani Surgical and Maternity Home,127/453/W-1 Saket Nagar,Uttar Pradesh,Kanpur Nagar,208014,0,0
29228,,Santosh Hospital,"127/214, Barah Devi Chauraha Juhi",Uttar Pradesh,Kanpur Nagar,208014,0,0
29229,,Sushila General Hospital,"974, 14-1, Saket Nager, Near Kedwani Nagar, Near Kidwani Nagar Thana",Uttar Pradesh,Kanpur Nagar,208014,0,0
29230,,Dr. Pratibha Medical Centre - Kanpur,"15/27-A, Civil Lines (Near Methodist Church), Behind Naveen Market",Uttar Pradesh,Kanpur Nagar,208015,0,0
29231,,Ashirwad Hospital Avam Jaccha Bacca Kendra,"Railway Station Road, Ghatampur",Uttar Pradesh,Kanpur Nagar,208016,0,0
29232,,Kalyanpur Nursing Home and Trauma Centre,"43,Azad Nagar,Bithur Road,Kalyanpur",Uttar Pradesh,Kanpur Nagar,208017,0,0
29233,,New Raksha Medicare and Research Centre,"Plot No.8,Meerut Cold Storage Campus,(Near N.S.I) Kalyanpur",Uttar Pradesh,Kanpur Nagar,208017,0,0
29234,,Saubhagya Hospital,"76A, Krishna Vihar, Panki Road, Kalyanpur",Uttar Pradesh,Kanpur Nagar,208017,0,0
29235,,Spm Hospital Research and Trauma Centre,"C-46-50, Kalyanpur",Uttar Pradesh,Kanpur Nagar,208017,0,0
29236,,Life Care Medical Centre,"1040,Shivpuri,Kakadeo(Namak Factory Chauhara),Opp Jain Mandir",Uttar Pradesh,Kanpur Nagar,208019,0,0
29237,,Shanti Surgical Clinic and Nursing Home,Near Barra By Pass,Uttar Pradesh,Kanpur Nagar,208019,0,0
29238,,Mahaveer Hospital And Trauma Centre,"76-E Block, Panki,Kanpur,Near Railway Station",Uttar Pradesh,Kanpur Nagar,208020,0,0
29239,,Raja Ram Hospital,Kalpi Road Kalpi Road,Uttar Pradesh,Kanpur Nagar,208020,0,0
29240,,Shanti Medical Care Centre,"46/A, E Block Panki",Uttar Pradesh,Kanpur Nagar,208020,0,0
29241,,Shri Baba Hospital and Trauma Centre,931/4 Kalpi Road Panki,Uttar Pradesh,Kanpur Nagar,208020,0,0
29242,,City Hospital - Kanpur,"A-2311, Hamirpur Road Naubasta",Uttar Pradesh,Kanpur Nagar,208021,0,0
29243,,Famity Hospital and Research Centre,"A-9, Hanspuram, Hamirpur Road, Naubasta Bamba, Near Bamba Sabji Mandi",Uttar Pradesh,Kanpur Nagar,208021,0,0
29244,,Rajrani Hospital,"A, 33/1, Awas Vikas Colony, Hanspuram, Naubasta",Uttar Pradesh,Kanpur Nagar,208021,0,0
29245,,Utkarsh Hospital and Maternity Home,"14A(Ii)-C, Baba Nagar, Naubasta, Near Chaturvedi Bulding",Uttar Pradesh,Kanpur Nagar,208021,0,0
29246,,Laxmi Devi Kishanchand Memorial Hospital,"150, 157, Ratan Lal Nagar, Chikitsalaya Sampurna,Manavta Se Paripurna",Uttar Pradesh,Kanpur Nagar,208022,0,0
29247,,Bhargava Medical And Trauma Centre,"30-E 'O' Block, Kidwai Nagar",Uttar Pradesh,Kanpur Nagar,208023,0,0
29248,,Care Hospital and Research Centre,"143, O-Block, Aloo Mandi,Kidwai Nagar",Uttar Pradesh,Kanpur Nagar,208023,0,0
29249,,Dental and Maxillo Facial Centre,"H.N.12-A,7/113,1St Floor",Uttar Pradesh,Kanpur Nagar,208023,0,0
29250,,Dr. Vimla Gupta Hospital,"73, Anand Puri, Kanpur",Uttar Pradesh,Kanpur Nagar,208023,0,0
29251,,Huma Hospital,132/168 Babu Purwa,Uttar Pradesh,Kanpur Nagar,208023,0,0
29252,,The Orient Hospital,"128,W-2 Block, Damodar Nagar",Uttar Pradesh,Kanpur Nagar,208023,0,0
29253,,Madhav Eye Hospital,"G.T Road , Awadhpuri",Uttar Pradesh,Kanpur Nagar,208024,0,0
29254,,Metro Hospital,"No. 10 A, Lakanpur, Gt Road, Near Palace Cross",Uttar Pradesh,Kanpur Nagar,208024,0,0
29255,,Rama Hospital and Research Centre,"A-1/8, Lakhanpur, Kanpur,Near Kanpur University",Uttar Pradesh,Kanpur Nagar,208024,0,0
29256,,Apex Hospital And Research Centre,"117/P-1/1040, 120 Feet Road, Near Namak Factory Xing, Kakadeo",Uttar Pradesh,Kanpur Nagar,208025,0,0
29257,,Kanpur Hospital and Maternity Home,"171-A-Q Block,Sharda Nagar",Uttar Pradesh,Kanpur Nagar,208025,0,0
29258,,Karamdeep Medical Centre,Deoki - Rawatpur Crossing Road,Uttar Pradesh,Kanpur Nagar,208025,0,0
29259,,Ratandeep Hospital And Research Centre,"I-6, Moti Vihar, 117/K/13, Sarvodaya Nagar",Uttar Pradesh,Kanpur Nagar,208025,0,0
29260,,Suraj Medical and Diagnostics Pvt Ltd,"117-N-65, Kaka Deo,OppositeDeoki Cinema",Uttar Pradesh,Kanpur Nagar,208025,0,0
29261,,Priya Hospital,"D-25 & 30, Barra Bye Pass Road, Barra World Bank",Uttar Pradesh,Kanpur Nagar,208027,0,0
29262,,Raj Hospital,"C 1/15, H.I.G. World Bank Colony Barra",Uttar Pradesh,Kanpur Nagar,208027,0,0
29263,,Rama Shiv Hospital,"81, W-2, Vivek Vihar, Barra",Uttar Pradesh,Kanpur Nagar,208027,0,0
29264,,Satya Trauma and Maternity Center,"Double Road,Hig 1/3 Barra-06",Uttar Pradesh,Kanpur Nagar,208027,0,0
29265,,Shri Jayram Hospital and Trauma Centre,"D-668, Barra-8",Uttar Pradesh,Kanpur Nagar,208027,0,0
29266,,Shubh Netra Kendra,"13, Lekhanpur Road",Uttar Pradesh,Kanpur Nagar,208027,0,0
29267,,Jayram Hospital,"Raipur, Rania",Uttar Pradesh,Kanpur Nagar,209305,0,0
29268,,Parihar Nursing Home,"Bharat Petroleum Road,Highway Road,Bhaunti",Uttar Pradesh,Kanpur Nagar,209305,0,0
29269,,Chc Sarsor,Sarsaul,Uttar Pradesh,Kanpur Nagar,209402,0,0
29270,,Chc Chail,Chail,Uttar Pradesh,Kaushambi,212202,0,0
29271,,Chc Muratganj,Muratganj,Uttar Pradesh,Kaushambi,212206,0,0
29272,,Chc Manjhanpur,Manjhanpur,Uttar Pradesh,Kaushambi,212207,0,0
29273,,Chc Sarsawa,Sarsawa,Uttar Pradesh,Kaushambi,212207,0,0
29274,,Seva Sadan Hospital,"Bharwari ,Allahabad",Uttar Pradesh,Kaushambi,212214,0,0
29275,,Chc Kaneli,Kaneli,Uttar Pradesh,Kaushambi,212216,0,0
29276,,Chc Sirathu,Sirathu,Uttar Pradesh,Kaushambi,212217,0,0
29277,,Anupam Nursing Home Pvt Ltd,"Kashi Nagar(Kheri Road),Lakhimpur",Uttar Pradesh,Kheri,262701,0,0
29278,,Chc Bankeyganj,Chc Bankeyganj,Uttar Pradesh,Kheri,262701,0,0
29279,,Chc Behjam,Chc Behjam Behjam,Uttar Pradesh,Kheri,262701,0,0
29280,,Chc Bijuwa,Chc Bijuwa,Uttar Pradesh,Kheri,262701,0,0
29281,,Chc Dhaurahra,Chc Dhaurahra Dhaurahara,Uttar Pradesh,Kheri,262701,0,0
29282,,Chc Gola,Chc Gola Lakhimpur,Uttar Pradesh,Kheri,262701,0,0
29283,,Chc Khamria,Chc Khamria Isanagar,Uttar Pradesh,Kheri,262701,0,0
29284,,Chc Mohamdi,Chc Mohamdi Lakhimpur,Uttar Pradesh,Kheri,262701,0,0
29285,,Chc Nighasan,Chc Nighasan Nighasan,Uttar Pradesh,Kheri,262701,0,0
29286,,Chc Pasgawan,Chc Pasgawan Pasgawan,Uttar Pradesh,Kheri,262701,0,0
29287,,Chc Ramia Baher,Chc Ramia Baher Ramiabehar,Uttar Pradesh,Kheri,262701,0,0
29288,,Chopra Nursing Home,Near Sahapura Kothi Nurangabad Road,Uttar Pradesh,Kheri,262701,0,0
29289,,Dhanwantare Hospital,Pyaipur Nawrangbad Chauraha,Uttar Pradesh,Kheri,262701,0,0
29290,,Guddi Seva Hospital,"By Pass Road, Mo. Ahiran-2, Paliyan Kalan, Lakhimpur Khiri Paliyan",Uttar Pradesh,Kheri,262701,0,0
29291,,Mehta Millenium Hospital,Meerpur Era Road Lakhimpur,Uttar Pradesh,Kheri,262701,0,0
29292,,Navjeevan Nursing Home and Trauma Centre,204 Sahapura Kothi,Uttar Pradesh,Kheri,262701,0,0
29293,,Saluja Nursing Home Pvt Ltd,"Melaroad, Lakhimpurkheri Justonmelaground",Uttar Pradesh,Kheri,262701,0,0
29294,,Sewa Hospital,"Khutar Road, Gola Gokarannath",Uttar Pradesh,Kheri,262701,0,0
29295,,Shiv Lok Hospital,"Infront Of District Hospital, Lakhimpur",Uttar Pradesh,Kheri,262701,0,0
29296,,Tandon Nursing Home,"Hospital Road, Lakhimpur",Uttar Pradesh,Kheri,262701,0,0
29297,,Chc Mitauli,Chc Mitauli Mitauli,Uttar Pradesh,Kheri,262727,0,0
29298,,Gola Eye Hospital,"Near Shri Ram Mandir,Lakhimpur Road,Gola Gokran Nath",Uttar Pradesh,Kheri,262802,0,0
29299,,Chc Palia,Chc Palia Lakhimpurkheri,Uttar Pradesh,Kheri,262902,0,0
29300,,Chc Motipur,Chc Motipur Mihipurwa Motipur Bahraich,Uttar Pradesh,Kheri,271855,0,0
29301,,Chc Hata,Bhagalpur Deoria,Uttar Pradesh,Kushinagar,274203,0,0
29302,,Chc Dudhai,Dudhai,Uttar Pradesh,Kushinagar,274302,0,0
29303,,Chitwan Surgical Center,Rampur Bhagan,Uttar Pradesh,Kushinagar,274302,0,0
29304,,Kodai Shukla Nidaan Kendra,"Gayatri Nagar, Padrauna",Uttar Pradesh,Kushinagar,274304,0,0
29305,,Chc Ramkola,Ramkola,Uttar Pradesh,Kushinagar,274305,0,0
29306,,Chc Fazilnagar,Fazilnagar,Uttar Pradesh,Kushinagar,274401,0,0
29307,,Pawa Nagar Mahavir Hospital and Research Center,"College Road, Fazilnagar",Uttar Pradesh,Kushinagar,274401,0,0
29308,,Star Hospital,Hospital Road Fazila Nagar Zila,Uttar Pradesh,Kushinagar,274401,0,0
29309,,Aastha Multispeciality Hospital,"Padrauma Road, Kasya",Uttar Pradesh,Kushinagar,274402,0,0
29310,,Gautam Budha National Hospital,"Near Paudhashala, By Pass Rd, Kasia, Gorakhpur",Uttar Pradesh,Kushinagar,274402,0,0
29311,,Mahavir Hospital and Research Centre,"Near Lohiya Pul, Gorakhpur Road,Kasia",Uttar Pradesh,Kushinagar,274402,0,0
